Outlet Name,Outlet GSTIN Code,Invoice No,Invoice Date,Taxable Line Amt,SGST_Tax_Rate,SGST_Tax_Value,CGST_Tax_Rate,CGST_Tax_Value,Cess_Tax_Rate,Cess_Tax_Value,Total Tax Amount,Net Amount
BARR Q,,580818001554,6/16/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
BARR Q,,580818001554,6/16/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
BARR Q,,580818001554,6/16/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
BARR Q,,580818001554,6/16/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
BARR Q,,580818001554,6/16/2018,430.84,9,38.78,9,38.78,0,0,77.56,508.4
BARR Q,,580818001554,6/16/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
BARR Q,,580818001554,6/16/2018,311.69,14,43.64,14,43.64,12,37.4,124.68,436.37
BARR Q,,580818001554,6/16/2018,538.53,9,48.47,9,48.47,0,0,96.94,635.47
HOME MADE-,,580818001555,6/16/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
HOME MADE-,,580818001555,6/16/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
HOME MADE-,,580818001555,6/16/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
HOME MADE-,,580818001555,6/16/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
HOME MADE-,,580818001555,6/16/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
HOME MADE-,,580818001555,6/16/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
HOME MADE-,,580818001555,6/16/2018,430.84,9,38.78,9,38.78,0,0,77.56,508.4
HOME MADE-,,580818001555,6/16/2018,623.38,14,87.27,14,87.27,12,74.81,249.35,872.73
HOME MADE-,,580818001555,6/16/2018,623.38,14,87.27,14,87.27,12,74.81,249.35,872.73
HOME MADE-,,580818001555,6/16/2018,359.02,9,32.31,9,32.31,0,0,64.62,423.64
HOME MADE-,,580818001555,6/16/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
FREEZING POINT,,580818001556,6/16/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
FREEZING POINT,,580818001556,6/16/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
FREEZING POINT,,580818001556,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
FREEZING POINT,,580818001556,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
FREEZING POINT,,580818001556,6/16/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
FREEZING POINT,,580818001556,6/16/2018,623.38,14,87.27,14,87.27,12,74.81,249.35,872.73
FREEZING POINT,,580818001556,6/16/2018,623.38,14,87.27,14,87.27,12,74.81,249.35,872.73
FREEZING POINT,,580818001556,6/16/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
PINTU VARIETY STORE,,580818001557,6/16/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
PINTU VARIETY STORE,,580818001557,6/16/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
PINTU VARIETY STORE,,580818001557,6/16/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
PINTU VARIETY STORE,,580818001557,6/16/2018,365.72,14,51.2,14,51.2,12,43.89,146.29,512.01
PINTU VARIETY STORE,,580818001557,6/16/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
PINTU VARIETY STORE,,580818001557,6/16/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
PINTU VARIETY STORE,,580818001557,6/16/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
SAGAR F.L. SHOP,,580818001558,6/16/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SAGAR F.L. SHOP,,580818001558,6/16/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SAGAR F.L. SHOP,,580818001558,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SAGAR F.L. SHOP,,580818001558,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SAGAR F.L. SHOP,,580818001558,6/16/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
SAGAR F.L. SHOP,,580818001558,6/16/2018,538.53,9,48.47,9,48.47,0,0,96.94,635.47
WINE TIME,,580818001559,6/16/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
WINE TIME,,580818001559,6/16/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
WINE TIME,,580818001559,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
WINE TIME,,580818001559,6/16/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
WINE TIME,,580818001559,6/16/2018,646.26,9,58.16,9,58.16,0,0,116.32,762.58
WINE TIME,,580818001559,6/16/2018,1077.06,9,96.94,9,96.94,0,0,193.88,1270.94
WINE TIME,,580818001559,6/16/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
LINK STORE-,,580818001560,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
LINK STORE-,,580818001560,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
LINK STORE-,,580818001560,6/18/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
LINK STORE-,,580818001560,6/18/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
LINK STORE-,,580818001560,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
LINK STORE-,,580818001560,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
LINK STORE-,,580818001560,6/18/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
BABA BAIDYANTH,,580818001561,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BABA BAIDYANTH,,580818001561,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
BABA BAIDYANTH,,580818001561,6/18/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
BABA BAIDYANTH,,580818001561,6/18/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BABA BAIDYANTH,,580818001561,6/18/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
BABA BAIDYANTH,,580818001561,6/18/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BABA BAIDYANTH,,580818001561,6/18/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
BABA BAIDYANTH,,580818001561,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
BABA BAIDYANTH,,580818001561,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
BABA BAIDYANTH,,580818001561,6/18/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BABA BAIDYANTH,,580818001561,6/18/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BABA BAIDYANTH,,580818001561,6/18/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
HOME MADE-,,580818001562,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
HOME MADE-,,580818001562,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
HOME MADE-,,580818001562,6/18/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
HOME MADE-,,580818001562,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
HOME MADE-,,580818001562,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
HOME MADE-,,580818001562,6/18/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
GANESH SWEET ALISA BAZAR,,580818001563,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GANESH SWEET ALISA BAZAR,,580818001563,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GANESH SWEET ALISA BAZAR,,580818001563,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
GANESH SWEET ALISA BAZAR,,580818001563,6/18/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
GANESH SWEET ALISA BAZAR,,580818001563,6/18/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
GANESH SWEET ALISA BAZAR,,580818001563,6/18/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
GANESH SWEET ALISA BAZAR,,580818001563,6/18/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
BISIA BETTLE SHOP-,,580818001564,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BISIA BETTLE SHOP-,,580818001564,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BISIA BETTLE SHOP-,,580818001564,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
BISIA BETTLE SHOP-,,580818001564,6/18/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
BISIA BETTLE SHOP-,,580818001564,6/18/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
BISIA BETTLE SHOP-,,580818001564,6/18/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
BISIA BETTLE SHOP-,,580818001564,6/18/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
BISIA BETTLE SHOP-,,580818001564,6/18/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
BISIA BETTLE SHOP-,,580818001564,6/18/2018,158.28,6,9.5,6,9.5,0,0,19,177.28
BISIA BETTLE SHOP-,,580818001564,6/18/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
BISIA BETTLE SHOP-,,580818001564,6/18/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
SAROJ STORE ALISHA BAZAR,,580818001565,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SAROJ STORE ALISHA BAZAR,,580818001565,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SAROJ STORE ALISHA BAZAR,,580818001565,6/18/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
SAROJ STORE ALISHA BAZAR,,580818001565,6/18/2018,129.53,14,18.13,14,18.13,12,15.54,51.8,181.33
SAROJ STORE ALISHA BAZAR,,580818001565,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
SAROJ STORE ALISHA BAZAR,,580818001565,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
SAROJ STORE ALISHA BAZAR,,580818001565,6/18/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
SIRIDI LINK,,580818001566,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SIRIDI LINK,,580818001566,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SIRIDI LINK,,580818001566,6/18/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SIRIDI LINK,,580818001566,6/18/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SIRIDI LINK,,580818001566,6/18/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
SIRIDI LINK,,580818001566,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SIRIDI LINK,,580818001566,6/18/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
SIRIDI LINK,,580818001566,6/18/2018,605.05,6,36.3,6,36.3,0,0,72.6,677.65
YES SIR,,580818001567,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
YES SIR,,580818001567,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
YES SIR,,580818001567,6/18/2018,467.54,14,65.46,14,65.46,12,56.1,187.02,654.56
YES SIR,,580818001567,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
YES SIR,,580818001567,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
YES SIR,,580818001567,6/18/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
YES SIR,,580818001567,6/18/2018,170.46,6,10.23,6,10.23,0,0,20.46,190.92
SILLY LADIES CORNER,,580818001568,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SILLY LADIES CORNER,,580818001568,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SILLY LADIES CORNER,,580818001568,6/18/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SILLY LADIES CORNER,,580818001568,6/18/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SILLY LADIES CORNER,,580818001568,6/18/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SILLY LADIES CORNER,,580818001568,6/18/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SILLY LADIES CORNER,,580818001568,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
SILLY LADIES CORNER,,580818001568,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
SILLY LADIES CORNER,,580818001568,6/18/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
SILLY LADIES CORNER,,580818001568,6/18/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
WINE TIME,,580818001569,6/18/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
WINE TIME,,580818001569,6/18/2018,389.61,14,54.55,14,54.55,12,46.75,155.85,545.46
WINE TIME,,580818001569,6/18/2018,646.26,9,58.16,9,58.16,0,0,116.32,762.58
WINE TIME,,580818001569,6/18/2018,914.3,14,128,14,128,12,109.72,365.72,1280.02
WINE TIME,,580818001569,6/18/2018,914.3,14,128,14,128,12,109.72,365.72,1280.02
WINE TIME,,580818001569,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
WINE TIME,,580818001569,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ANUPAM VARIETY STORE,,580818001570,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
ANUPAM VARIETY STORE,,580818001570,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
ANUPAM VARIETY STORE,,580818001570,6/18/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
ANUPAM VARIETY STORE,,580818001570,6/18/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
ANUPAM VARIETY STORE,,580818001570,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ANUPAM VARIETY STORE,,580818001570,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
ANUPAM VARIETY STORE,,580818001570,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
ANUPAM VARIETY STORE,,580818001570,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
ANUPAM VARIETY STORE,,580818001570,6/18/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
SALMAN  V. STORE,,580818001571,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SALMAN  V. STORE,,580818001571,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SALMAN  V. STORE,,580818001571,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SALMAN  V. STORE,,580818001571,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SALMAN  V. STORE,,580818001571,6/18/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
SALMAN  V. STORE,,580818001571,6/18/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,66.37,6,3.98,6,3.98,0,0,7.96,74.33
MAA BHAGA MANGALA STORE,,580818001572,6/18/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
TARINI VARDAS,,580818001573,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
TARINI VARDAS,,580818001573,6/18/2018,231.12,9,20.8,9,20.8,0,0,41.6,272.72
TARINI VARDAS,,580818001573,6/18/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
TARINI VARDAS,,580818001573,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
TARINI VARDAS,,580818001573,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
TARINI VARDAS,,580818001573,6/18/2018,155.85,14,21.82,14,21.82,12,18.7,62.34,218.19
TARINI VARDAS,,580818001573,6/18/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
SHREE VT. STORE,,580818001574,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SHREE VT. STORE,,580818001574,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
SHREE VT. STORE,,580818001574,6/18/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
SHREE VT. STORE,,580818001574,6/18/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
SHREE VT. STORE,,580818001574,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SHREE VT. STORE,,580818001574,6/18/2018,322.35,9,29.01,9,29.01,0,0,58.02,380.37
SHREE VT. STORE,,580818001574,6/18/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
V LOUNG EXPRESS,,580818001575,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
V LOUNG EXPRESS,,580818001575,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
V LOUNG EXPRESS,,580818001575,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
V LOUNG EXPRESS,,580818001575,6/18/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
V LOUNG EXPRESS,,580818001575,6/18/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
V LOUNG EXPRESS,,580818001575,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
DEVI VT STORE,,580818001576,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
DEVI VT STORE,,580818001576,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
DEVI VT STORE,,580818001576,6/18/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
DEVI VT STORE,,580818001576,6/18/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
DEVI VT STORE,,580818001576,6/18/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
DEVI VT STORE,,580818001576,6/18/2018,350.65,14,49.09,14,49.09,12,42.08,140.26,490.91
DEVI VT STORE,,580818001576,6/18/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
DEVI VT STORE,,580818001576,6/18/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
DEVI VT STORE,,580818001576,6/18/2018,52.76,6,3.17,6,3.17,0,0,6.34,59.1
DEVI VT STORE,,580818001576,6/18/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
JYOTSHNA VT STORE,,580818001577,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
JYOTSHNA VT STORE,,580818001577,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
JYOTSHNA VT STORE,,580818001577,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
JYOTSHNA VT STORE,,580818001577,6/18/2018,231.12,9,20.8,9,20.8,0,0,41.6,272.72
JYOTSHNA VT STORE,,580818001577,6/18/2018,467.54,14,65.46,14,65.46,12,56.1,187.02,654.56
JYOTSHNA VT STORE,,580818001577,6/18/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
JYOTSHNA VT STORE,,580818001577,6/18/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
JYOTSHNA VT STORE,,580818001577,6/18/2018,158.28,6,9.5,6,9.5,0,0,19,177.28
JYOTSHNA VT STORE,,580818001577,6/18/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
NANA VT STORE,,580818001578,6/18/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
NANA VT STORE,,580818001578,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
NANA VT STORE,,580818001578,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
NANA VT STORE,,580818001578,6/18/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
NANA VT STORE,,580818001578,6/18/2018,931.45,9,83.83,9,83.83,0,0,167.66,1099.11
NANA VT STORE,,580818001578,6/18/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
Harita vt Store,,580818001579,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
Harita vt Store,,580818001579,6/18/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
Harita vt Store,,580818001579,6/18/2018,467.54,14,65.46,14,65.46,12,56.1,187.02,654.56
Harita vt Store,,580818001579,6/18/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
Harita vt Store,,580818001579,6/18/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
Harita vt Store,,580818001579,6/18/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
Harita vt Store,,580818001579,6/18/2018,51.95,14,7.27,14,7.27,12,6.23,20.77,72.72
Harita vt Store,,580818001579,6/18/2018,77.92,14,10.91,14,10.91,12,9.35,31.17,109.09
Harita vt Store,,580818001579,6/18/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
FREEZING POINT,,580818001580,6/19/2018,467.54,14,65.46,14,65.46,12,56.1,187.02,654.56
FREEZING POINT,,580818001580,6/19/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
FREEZING POINT,,580818001580,6/19/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
FREEZING POINT,,580818001580,6/19/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
FREEZING POINT,,580818001580,6/19/2018,530.98,6,31.86,6,31.86,0,0,63.72,594.7
GOBINDA BETTLE SHOP -,,580818001581,6/19/2018,194.8,14,27.27,14,27.27,12,23.38,77.92,272.72
GOBINDA BETTLE SHOP -,,580818001581,6/19/2018,231.12,9,20.8,9,20.8,0,0,41.6,272.72
GOBINDA BETTLE SHOP -,,580818001581,6/19/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
GOBINDA BETTLE SHOP -,,580818001581,6/19/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
GOBINDA BETTLE SHOP -,,580818001581,6/19/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
GOBINDA BETTLE SHOP -,,580818001581,6/19/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
GOBINDA BETTLE SHOP -,,580818001581,6/19/2018,301.32,9,27.12,9,27.12,0,0,54.24,355.56
GOBINDA BETTLE SHOP -,,580818001581,6/19/2018,158.28,6,9.5,6,9.5,0,0,19,177.28
GOBINDA BETTLE SHOP -,,580818001581,6/19/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
GOBINDA BETTLE SHOP -,,580818001581,6/19/2018,32.47,6,1.95,6,1.95,0,0,3.9,36.37
KRISHNA BETEL SHOP,,580818001582,6/19/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
KRISHNA BETEL SHOP,,580818001582,6/19/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
KRISHNA BETEL SHOP,,580818001582,6/19/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
KRISHNA BETEL SHOP,,580818001582,6/19/2018,115.56,9,10.4,9,10.4,0,0,20.8,136.36
KRISHNA BETEL SHOP,,580818001582,6/19/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
KRISHNA BETEL SHOP,,580818001582,6/19/2018,233.77,14,32.73,14,32.73,12,28.05,93.51,327.28
KRISHNA BETEL SHOP,,580818001582,6/19/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
KRISHNA BETEL SHOP,,580818001582,6/19/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
KRISHNA BETEL SHOP,,580818001582,6/19/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
KRISHNA BETEL SHOP,,580818001582,6/19/2018,215.42,9,19.39,9,19.39,0,0,38.78,254.2
CHANDI VARIETY STORE,,580818001583,6/19/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
CHANDI VARIETY STORE,,580818001583,6/19/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
CHANDI VARIETY STORE,,580818001583,6/19/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
CHANDI VARIETY STORE,,580818001583,6/19/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
PRIYANKA JUICE CENTER,,580818001584,6/19/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
PRIYANKA JUICE CENTER,,580818001584,6/19/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
PRIYANKA JUICE CENTER,,580818001584,6/19/2018,265.49,6,15.93,6,15.93,0,0,31.86,297.35
SHREE LAXMI STORE //,,580818001585,6/19/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SHREE LAXMI STORE //,,580818001585,6/19/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SHREE LAXMI STORE //,,580818001585,6/19/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
SHREE LAXMI STORE //,,580818001585,6/19/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
SHREE LAXMI STORE //,,580818001585,6/19/2018,45.72,14,6.4,14,6.4,12,5.49,18.29,64.01
SHREE LAXMI STORE //,,580818001585,6/19/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SHREE LAXMI STORE //,,580818001585,6/19/2018,107.71,9,9.69,9,9.69,0,0,19.38,127.09
SHREE LAXMI STORE //,,580818001585,6/19/2018,105.52,6,6.33,6,6.33,0,0,12.66,118.18
SHREE LAXMI STORE //,,580818001585,6/19/2018,132.74,6,7.96,6,7.96,0,0,15.92,148.66
SUVAM VERIETY STORE --,,580818001586,6/19/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SUVAM VERIETY STORE --,,580818001586,6/19/2018,97.4,14,13.64,14,13.64,12,11.69,38.97,136.37
SUVAM VERIETY STORE --,,580818001586,6/19/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SUVAM VERIETY STORE --,,580818001586,6/19/2018,116.88,14,16.36,14,16.36,12,14.03,46.75,163.63
SUVAM VERIETY STORE --,,580818001586,6/19/2018,91.43,14,12.8,14,12.8,12,10.97,36.57,128
SUVAM VERIETY STORE --,,580818001586,6/19/2018,182.86,14,25.6,14,25.6,12,21.94,73.14,256
